SITECODE,DRNAREA_mi2
MTNV1001,0.74
MTNV1018,0.02
MTNV1035,3.65
MTNV1044,6.38
MTNV1050,52.9
MTNV2975,1.11
MTNV2976,0.66
MTNV990,0.07
MTWM1563,0.04
MTWM1569,0.08
MTWM1711,0.98
MTWM1726,0.06
MTWM1736,1.33
MTWM1753,0.08
MTWM1785,0.17
MTWM1813,0.11
MTWM1815,0.06
MTWM1835,0.04
MTWM1840,0.02
MTWM1904,0.9
MTWM1905,0.18
MTWM1906,0.17
MTWM1907,0.06
MTWM1908,0.15
MTWM1910,0.16
NCSE9061_B,0.0947
NCSE9061_B,0.0947
NCSE9061_B,0.0947
NCSE9065_B,0.00429
NCSE9065_B,0.00429
NCSE9065_B,0.00429
NCSE9065_B,0.00429
NCSE9069_B,0.00283
NCSE9069_B,0.00283
NCSE9069_B,0.00283
NCSE9069_B,0.00283
NCSE9077_B,0.0385
NCSE9077_B,0.0385
NCSE9077_B,0.0385
NCSE9077_B,0.0385
NCSE9079_B,0.0224
NCSE9079_B,0.0224
NCSE9079_B,0.0224
NCSE9079_B,0.0224
NCSE9086_B,0.0292
NCSE9086_B,0.0292
NCSE9086_B,0.0292
NCSE9086_B,0.0292
NCSE9087_B,3.62
NCSE9087_B,3.62
NCSE9087_B,3.62
NCSE9087_B,3.62
NDNV2938,31.8
NDNV2938,0.21
NDNV2941,26.2
NDNV3351,0.33
NDNV3352,3.22
NDUB123,0.19
NDUB123,0.19
NDUB123,0.72
NDUB123,0.19
NDUB123,0.19
NDUB123,0.19
NDUB124,13.6
NDUB124,13.6
NDUB124,13.6
NDUB124,13.6
NDUB124,13.6
NDUB124,13.6
NDUB125,0.89
NDUB125,0.89
NDUB125,0.89
NDUB125,0.89
NDUB125,0.89
NDUB125,0.89
NDUB13,1.34
NDUB13,1.34
NDUB13,1.34
NDUB13,1.34
NDUB13,1.34
NDUB13,1.34
NDUB5,12.8
NDUB5,25.9
NDUB5,0.26
NDUB5,38.8
NDUB5,38.8
NDUB5,25.9
NDUB9,3.18
NDUV3319,0.48
NDUV3319,0.47
NDUV3320,14.3
NDUV3321,125
NDUV3323,659
NDUV3331,0.039
NDUV3331,0.23
NDUV3333,0.22
NECB133,0.1
NECB133,0.28
NECB133,0.09
NECB133,0.03
NECB133,0.03
NECB133,0.1
NECB134,0.04
NECB134,0.08
NECB134,0.05
NECB134,0.03
NECB134,0.03
NECB134,0.03
NECB135,1.3
NECB135,0.07
NECB135,0.07
NECB135,0.06
NECB135,0.06
NECB135,0.07
NECB31,1.14
NECB31,0.48
NECB31,0.24
NECB31,0.23
NECB31,0.38
NECB31,3.04
NECV1198,14.4
NECV1211,0.08
NECV1249,22.9
NECV1274,11.3
NENV1222,0.77
NEUB114,0.21
NEUB114,0.21
NEUB114,0.04
NEUB114,0.04
NEUB114,0.15
NEUB115,0.03
NEUB116,0.12
NEUB116,0.08
NEUB116,0.04
NEUB116,0.05
NEUB116,0.04
NEUB116,0.05
NEUB117,0.12
NEUB117,0.04
NEUB117,0.07
NEUB117,0.09
NEUB117,0.03
NEUB117,0.04
NHNE8900_V,0.018
NHNE8903_V,0.05
NHNE8903_V,0.05
NHNE8903_V,0.05
NHNE8903_V,0.05
NHNE8905_V,0.02
NHNE8905_V,0.02
NHNE8905_V,0.02
NHNE8905_V,0.02
NHNE9034_BO,0.06
NHNE9034_BO,0.06
NHNE9034_BO,0.06
NHNE9034_BO,0.06
NHNE9035_BO,0.09
NHNE9035_BO,0.09
NHNE9035_BO,0.09
NHNE9035_BO,0.09
NHNE9627_V,0.05
NHNE9628_V,0.81
NHNE9628_V,0.81
NHNE9628_V,0.81
NHNE9628_V,0.81
NHNE9674_V,0.12
NHNE9675_V,0.07
NHNE9676_V,0.03
NMAW1261,184
NMAW1266,412
NMAW1273,43.1
NMAW1274,11.6
NMAW1278,454
NMAW1279,56.7
NMAW1284,835
NMAW1291,130
NMAW1292,942
NMAW1293,0.2
NMAW1294,0.066
NMAW1295,206
NMAW1296,428
NMAW1299,0.17
NMCB33,0.51
NMCB33,0.52
NMCB33,0.52
NMCB33,0.52
NMCB33,0.52
NMCB33,0.52
NMCB33,0.52
NMCB34,0.17
NMCB34,0.14
NMCB34,0.14
NMCB34,0.14
NMCB34,0.16
NMCB34,0.14
NMCB35,3.88
NMCB35,3.89
NMCB35,3.88
NMCB35,3.89
NMCB35,3.89
NMCB35,3.88
NMCV11,90.8
NMCV45,11.6
NMCV46,67.7
NMSB118,14.9
NMSB118,15
NMSB118,15
NMSB118,14.9
NMSB118,14.9
NMSB118,14.9
NMSB2,326
NMSB2,326
NMSB2,326
NMSB2,326
NMSB2,326
NMSB2,326
NMSB3,0.43
NMSB3,0.43
NMSB3,0.43
NMSB3,0.43
NMSB3,0.43
NMSB3,0.43
NMSB4,9.73
NMSB4,9.73
NMSB4,9.73
NMSB4,9.73
NMSB4,9.73
NMSB4,9.73
NMSV32,925
NMSV65,292
NMWM1300,116
NMWM1300,116
NMWM1300,116
NMWM1300,116
NMWM1301,0.05
NMWM1301,220
NMWM1301,220
NMWM1301,220
NMWM1302,153
NMWM1303,0.04
NMWM1303,218
NMWM1311,9.08
NMWM1314,80.5
NMWM1314,80.5
NMWM1314,80.5
NMWM1314,80.5
NMWM1316,92.3
NMWM1318,3.38
NMWM1318,3.38
NMWM1318,3.38
NMWM1318,3.38
NMWM1319,4.68
NMWM1319,4.68
NMWM1319,4.68
NMWM1319,4.68
NMWM1320,0.32
NMWM1333,8.12
NMWM1335,0.33
NMWM1335,0.33
NMWM1335,0.33
NMWM1335,0.33
NMWM1856,97.5
NMWM1857,0.11
NVAW1190,0.04
NVAW1191,0.54
NVAW1193,0.03
NVAW1204,0.31
NVAW1205,0.3
NVAW1205,0.3
NVAW1206,0.05
NVAW1206,0.05
NVAW1207,0.98
NVAW1210,0.31
NVAW1210,0.31
NVAW1211,0.09
NVAW1212,0.62
NVAW1212,0.62
NVAW1231,0.83
NVAW1231,0.83
NVAW1234,0.18
NVAW1236,0.05
NVAW1237,0.03
NVAW1238,0.19
NVAW1242,0.43
NVAW1242,0.49
NVAW1243,0.34
NVAW1244,0.19
NVAW1245,0.21
NVAW1247,0.5
NVWM1255,0.07
NVWM1255,0.05
NVWM1255,0.05
NVWM1255,0.05
NYNE4129_V,0.36
NYNE4129_V,0.36
NYNE4129_V,0.36
NYNE4129_V,0.36
NYNE8602_B,0.34
NYNE8602_B,0.34
NYNE8602_B,0.34
NYNE8602_B,0.34
NYNE8942_B,0.17
NYNE8942_B,0.17
NYNE8942_B,0.17
NYNE8942_B,0.17
NYNE8943_B,19
NYNE8943_B,19
NYNE8943_B,19
NYNE8943_B,19
NYNE9027_B,0.5
NYNE9027_B,0.5
NYNE9027_B,0.5
NYNE9027_B,0.5
NYNE9028_B,0.45
NYNE9028_B,0.45
NYNE9028_B,0.45
NYNE9028_B,0.45
NYNE9030_B,0.21
NYNE9030_B,0.21
NYNE9030_B,0.21
NYNE9030_B,0.21
NYNE9032_B,0.0378
NYNE9032_B,0.0378
NYNE9032_B,0.0378
NYNE9032_B,0.0378
NYNE9111_B,0.15
NYNE9111_B,0.15
NYNE9111_B,0.15
NYNE9111_B,0.15
NYNE9549_B,0.0363
NYNE9549_B,0.0363
NYNE9549_B,0.0363
NYNE9549_B,0.0363
OHNE8283_B,0.0526
OHNE8283_B,0.0526
OHNE8283_B,0.0526
OHNE8283_B,0.0526
OHNE8288_B,0.0487
OHNE8288_B,0.0487
OHNE8288_B,0.0487
OHNE8288_B,0.0487
OHNE8419_B,0.0369
OHNE8419_B,0.0369
OHNE8419_B,0.0369
OHNE8419_B,0.0369
OHNE8437_B,0.24
OHNE8437_B,0.24
OHNE8437_B,0.24
OHNE8437_B,0.24
OHNE8465_B,0.0382
OHNE8465_B,0.0382
OHNE8465_B,0.0382
OHNE8465_B,0.0382
OHNE8466_B,0.0104
OHNE8466_B,0.0104
OHNE8466_B,0.0104
OHNE8466_B,0.0104
OHNE8471_B,0.00339
OHNE8471_B,0.00339
OHNE8471_B,0.00339
OHNE8471_B,0.00339
OHNE8563_B,0.11
OHNE8563_B,0.11
OHNE8563_B,0.11
OHNE8563_B,0.11
OHNE8605_V,0.0491
OHNE8605_V,0.0491
OHNE8605_V,0.0491
OHNE8605_V,0.0491
OHNE8607_V,0.94
OHNE8607_V,0.94
OHNE8607_V,0.94
OHNE8607_V,0.94
OHNE8621_V,0.00601
OHNE8621_V,0.00601
OHNE8621_V,0.00601
OHNE8621_V,0.00601
OHNE8633_B,0.0354
OHNE8633_B,0.0354
OHNE8633_B,0.0354
OHNE8633_B,0.0354
OHNE8636_V,0.0627
OHNE8640_V,0.00864
OHNE8640_V,0.00864
OHNE8640_V,0.00864
OHNE8640_V,0.00864
OHNE8644_V,0.00634
OHNE8644_V,0.00634
OHNE8644_V,0.00634
OHNE8644_V,0.00634
OHNE9125_B,0.24
OHNE9125_B,0.24
OHNE9125_B,0.24
OHNE9125_B,0.24
OHNE9126_B,0.00893
OHNE9126_B,0.00893
OHNE9126_B,0.00893
OHNE9126_B,0.00893
OHNE9127_B,0.0454
OHNE9127_B,0.0454
OHNE9127_B,0.0454
OHNE9127_B,0.0454
OHNE9128_B,0.0276
OHNE9128_B,0.0276
OHNE9128_B,0.0276
OHNE9128_B,0.0276
OKCB105,3.34
OKCB105,0.53
OKCB105,0.12
OKCB37,32.4
OKCB37,1.07
OKCB37,0.65
OKCB37,0.21
OKCB37,0.49
OKCB37,0.08
OKCB38,1.44
OKCB38,0.22
OKCB38,0.38
OKCB38,0.26
OKCB39,2.4
OKCB39,0.01
OKCB39,0.01
OKCB39,0.01
OKCB39,0.01
OKCB39,0.01
OKCB40,0.28
OKCB40,0.24
OKCB40,0.25
OKCB40,0.25
OKCB40,0.16
OKCB40,0.26
OKCB41,8.64
OKCB41,0.88
OKCB41,3.98
OKCB41,0.54
OKCB41,0.37
OKCB41,1.69
OKCB42,0.98
OKCB42,0.45
OKCB43,3.67
OKCB43,0.73
OKCB43,0.03
OKCB43,0.43
OKCB43,0.03
OKCB43,0.45
OKCV1073,0.63
OKNE54_V,6.07
OKNE54_V,6.07
OKNE54_V,6.07
OKNE54_V,6.07
OKNE8133_B,1.38
OKNE8133_B,1.38
OKNE8133_B,1.38
OKNE8133_B,1.38
OKNE9107_B,7.45
OKNE9107_B,7.45
OKNE9107_B,7.45
OKNE9107_B,7.45
OKNE9249_V,0.78
OKNE9249_V,0.78
OKNE9249_V,0.78
OKNE9249_V,0.78
OKNE9439_B,0.014
OKNE9439_B,0.014
OKNE9439_B,0.014
OKNE9439_B,0.014
OKNE9440_B,0.04
OKNE9440_B,0.04
OKNE9440_B,0.04
OKNE9440_B,0.04
OKSE9161_B,0.04
OKSE9161_B,0.04
OKSE9161_B,0.04
OKSE9161_B,0.04
OKSE9162_B,0.17
OKSE9162_B,0.17
OKSE9162_B,0.17
OKSE9162_B,0.17
OKSE9266_B,0.69
OKSE9266_B,0.69
OKSE9266_B,0.69
OKSE9266_B,0.69
OKSE9291_BO,0.5
OKSE9291_BO,0.5
OKSE9291_BO,0.5
OKSE9291_BO,0.5
OKSE9323_B,22.1
OKSE9323_B,22.1
OKSE9323_B,22.1
OKSE9323_B,22.1
OKSE9354_B,109.72
OKSE9354_B,109.72
OKSE9354_B,109.72
OKSE9354_B,109.72
OKSE9559_V,0.28
OKSE9559_V,0.28
OKSE9559_V,0.28
OKSE9559_V,0.28
OKSE9560_VO,1.12
OKSE9561_V,0.68
OKSE9561_V,0.68
OKSE9561_V,0.68
OKSE9561_V,0.68
OKSE9562_V,0.25
OKSE9562_V,0.25
OKSE9562_V,0.25
OKSE9562_V,0.25
OKSE9672_V,119.47
OKSE9672_V,119.47
OKSE9672_V,119.47
OKSE9672_V,119.47
PANE0567_V,2.1
PANE0567_V,2.1
PANE0567_V,2.1
PANE0567_V,2.1
PANE3138_V,0.99
PANE3138_V,0.99
PANE3138_V,0.99
PANE3138_V,0.99
PANE3234_V,0.0735
PANE3338_V,274
PANE3338_V,274
PANE3338_V,274
PANE3338_V,274
PANE3345_V,55.8
PANE8933_B,0.0353
PANE8933_B,0.0353
PANE8933_B,0.0353
PANE8933_B,0.0353
PANE9044_B,0.057
PANE9044_B,0.057
PANE9044_B,0.057
PANE9044_B,0.057
PANE9045_B,0.045
PANE9045_B,0.045
PANE9045_B,0.045
PANE9045_B,0.045
PANE9679_V,2.76
PANE9679_V,2.76
PANE9679_V,2.76
PANE9679_V,2.76
PANE9681_V,0.0468
PANE9681_V,0.0468
PANE9681_V,0.0468
PANE9681_V,0.0468
PANE9682_V,0.028
PANE9682_V,0.028
PANE9682_V,0.028
PANE9682_V,0.028
PANE9683_V,0.0414
PANE9683_V,0.0414
PANE9683_V,0.0414
PANE9683_V,0.0414
RINE4437_B,0.0454
RINE4437_B,0.0454
RINE4437_B,0.0454
RINE4437_B,0.0454
RINE9474_B,0.74
RINE9474_B,0.74
RINE9474_B,0.74
RINE9474_B,0.74
RINE9475_B,0.062
RINE9475_B,0.062
RINE9475_B,0.062
RINE9475_B,0.062
SCSE7520_V,4.44
SCSE7520_V,4.44
SCSE7520_V,4.44
SCSE7520_V,4.44
SCSE7996_V,22.7
SCSE7996_V,22.7
SCSE7996_V,22.7
SCSE7996_V,22.7
SCSE7998_V,19.8
SCSE7998_V,19.8
SCSE7998_V,19.8
SCSE7998_V,19.8
SCSE8000_V,0.7
SCSE8000_V,0.7
SCSE8000_V,0.7
SCSE8000_V,0.7
SCSE8328_V,0.00655
SCSE8328_V,0.00655
SCSE8328_V,0.00655
SCSE8328_V,0.00655
SCSE8333_V,0.0581
SCSE8333_V,0.0581
SCSE8333_V,0.0581
SCSE8333_V,0.0581
SCSE8336_B,0.0556
SCSE8336_B,0.0556
SCSE8336_B,0.0556
SCSE8336_B,0.0556
SCSE8343_B,0.0154
SCSE8343_B,0.0154
SCSE8343_B,0.0154
SCSE8343_B,0.0154
SCSE8347_B,0.12
SCSE8347_B,0.12
SCSE8347_B,0.12
SCSE8347_B,0.12
SCSE8353_B,0.37
SCSE8353_B,0.37
SCSE8353_B,0.37
SCSE8353_B,0.37
SCSE8359_B,0.31
SCSE8359_B,0.31
SCSE8359_B,0.31
SCSE8359_B,0.31
SCSE8361_B,0.49
SCSE8361_B,0.49
SCSE8361_B,0.49
SCSE8361_B,0.49
SCSE8363_B,0.00756
SCSE8363_B,0.00756
SCSE8363_B,0.00756
SCSE8363_B,0.00756
SCSE8377_B,0.33
SCSE8377_B,0.33
SCSE8377_B,0.33
SCSE8377_B,0.33
SCSE8745_B,0.0364
SCSE8745_B,0.0364
SCSE8745_B,0.0364
SCSE8745_B,0.0364
SCSE8746_B,0.0031
SCSE8746_B,0.0031
SCSE8746_B,0.0031
SCSE8746_B,0.0031
SCSE9134_B,0.0121
SCSE9134_B,0.0121
SCSE9134_B,0.0121
SCSE9134_B,0.0121
SCSE9174_V,0.0681
SCSE9174_V,0.0681
SCSE9174_V,0.0681
SCSE9174_V,0.0681
SCSE9178_V,0.0209
SCSE9178_V,0.0209
SCSE9178_V,0.0209
SCSE9178_V,0.0209
SCSE9420_V,0.0635
SCSE9420_V,0.0635
SCSE9420_V,0.0635
SCSE9420_V,0.0635
SCSE9424_V,0.00857
SCSE9424_V,0.00857
SCSE9424_V,0.00857
SCSE9424_V,0.00857
SCSE9441_B,3.15
SCSE9441_B,3.15
SCSE9441_B,3.15
SCSE9441_B,3.15
SDNB148,1006.34
SDNB148,1006.32
SDNB148,1006.34
SDNB148,1006.34
SDNB148,1006.34
SDNB148,1006.34
SDNB149,0.54
SDNB149,0.54
SDNB149,0.53
SDNB149,0.53
SDNB149,0.54
SDNB149,0.54
SDNB150,0.15
SDNB150,0.15
SDNB150,0.14
SDNB150,0.14
SDNB150,0.15
SDNB150,0.15
SDNB16,2.88
SDNB16,1.66
SDNB16,3.93
SDNB16,0.07
SDNB16,0.07
SDNB16,0.07
SDNB27,5.19
SDNB27,2991.03
SDNB27,2991.6
SDNB27,2991.6
SDNB27,2991.6
SDNB27,2991.6
SDNB36,0.08
SDNB36,0.09
SDNB36,0.09
SDNB37,0.1
SDNB37,0.09
SDNB37,0.09
SDNB37,0.11
SDNB37,0.11
SDNB37,0.11
SDNB38,11.14
SDNB38,11.14
SDNB38,11.14
SDNB38,11.14
SDNB38,11.14
SDNB38,11.14
SDNB39,5.91
SDNB39,5.91
SDNB39,5.91
SDNB39,5.91
SDNB39,5.91
SDNB39,5.91
SDNB40,0.22
SDNB40,0.22
SDNB40,0.22
SDNB40,0.22
SDNB40,0.22
SDNB40,0.22
SDNB43,1302.31
SDNB43,1302.4
SDNB43,1302.4
SDNV1413,73.72
SDNV1439,9.81
SDNV1446,420.16
SDNV1470,247.2
SDNV1472,41.21
SDNV1503,747.37
SDNV2956,5.98
SDNV2956,6.01
SDUB1,71.48
SDUB1,71.48
SDUB1,71.48
SDUB1,71.48
SDUB1,71.48
SDUB1,71.48
SDUB120,0.2
SDUB120,1.96
SDUB120,1.96
SDUB120,1.76
SDUB120,0.2
SDUB120,1.96
SDUB121,0.04
SDUB121,0.08
SDUB121,0.04
SDUB121,0.04
SDUB121,0.04
SDUB121,0.04
SDUB2,1.06
SDUB2,1.06
SDUB2,1.06
SDUB2,1.06
SDUB2,1.06
SDUB2,1.06
SDUB24,1.31
SDUB24,1.31
SDUB24,1.31
SDUB24,1.31
SDUB24,1.31
SDUB24,1.31
SDUB25,13.31
SDUB25,0.06
SDUB25,13.31
SDUB25,13.31
SDUB25,13.31
SDUB25,13.31
SDUB28,0.1
SDUB28,0.04
SDUB28,0.04
SDUV1557,620.1
SDUV1570,405.67
TNNE2131_V,7.41
TNNE2131_V,7.41
TNNE2131_V,7.41
TNNE2131_V,7.41
TNNE2132_B,10.07
TNNE2132_B,10.07
TNNE2132_B,10.07
TNNE2132_B,10.07
TNNE7972_B,0.09
TNNE7972_B,0.09
TNNE7972_B,0.09
TNNE7972_B,0.09
TNNE8762_B,0.04
TNNE8762_B,0.04
TNNE8762_B,0.04
TNNE8762_B,0.04
TNNE8765_B,0.03
TNNE8765_B,0.03
TNNE8765_B,0.03
TNNE8765_B,0.03
TNNE9094_B,0.18
TNNE9094_B,0.18
TNNE9094_B,0.18
TNNE9094_B,0.18
TNNE9097_B,0.01
TNNE9097_B,0.01
TNNE9097_B,0.01
TNNE9097_B,0.01
TNNE9109_B,0.06
TNNE9109_B,0.06
TNNE9109_B,0.06
TNNE9109_B,0.06
TNNE9463_B,0.05
TNNE9463_B,0.05
TNNE9463_B,0.05
TNNE9463_B,0.05
TNNE9464_B,0.02
TNNE9464_B,0.02
TNNE9464_B,0.02
TNNE9464_B,0.02
TNNE9487_B,0.04
TNNE9487_B,0.04
TNNE9487_B,0.04
TNNE9487_B,0.04
TNNE9489_B,0.11
TNNE9489_B,0.11
TNNE9489_B,0.11
TNNE9489_B,0.11
TNNE9490_V,15.99
TNNE9490_V,15.99
TNNE9490_V,15.99
TNNE9490_V,15.99
TNNE9512_B,0.04
TNNE9512_B,0.04
TNNE9512_B,0.04
TNNE9512_B,0.04
TNNE9513_B,0.03
TNNE9513_B,0.03
TNNE9513_B,0.03
TNNE9513_B,0.03
TXCB127,0.22
TXCB127,0.29
TXCB127,0.27
TXCB127,0.02
TXCB127,0.03
TXCB127,0.05
TXCB128,1.09
TXCB128,0.08
TXCB128,0.08
TXCB128,0.01
TXCB128,0.06
TXCB128,0.09
TXCB129,1.05
TXCB129,0.1
TXCB129,0.01
TXCB129,0.08
TXCB129,0.06
TXCB130,0.72
TXCB130,0.24
TXCB130,0.07
TXCB130,0.09
TXCB130,0.01
TXCB130,0.07
TXCB54,27
TXCB54,19.4
TXCB54,8.2
TXCB54,0.15
TXCB54,0.25
TXCB54,0.17
TXCB55,11.2
TXCB55,0.54
TXCB55,1.63
TXCB55,13.9
TXCB55,1.62
TXCB55,3
TXCV122,1.82
TXCV123,0.02
TXCV164,2.36
TXSB10,1.05
TXSB10,0.03
TXSB10,0.13
TXSB10,0.08
TXSB10,0.05
TXSB10,0.1
TXSB109,2.08
TXSB109,0.18
TXSB109,0.34
TXSB109,0.42
TXSB109,0.07
TXSB109,0.13
TXSB11,0.18
TXSB11,0.04
TXSB11,0.04
TXSB11,0.03
TXSB11,0.03
TXSB11,0.04
TXSB111,1.39
TXSB111,3.32
TXSB111,1.99
TXSB111,0.36
TXSB111,0.49
TXSB111,0.93
TXSB113,1.05
TXSB113,16.9
TXSB113,0.11
TXSB113,0.37
TXSB113,0.12
TXSB113,0.14
TXSB119,7.82
TXSB119,1.34
TXSB119,0.14
TXSB119,0.15
TXSB119,0.08
TXSB119,0.08
TXSB12,0.38
TXSB12,0.05
TXSB12,0.03
TXSB12,0.08
TXSB12,0.09
TXSB12,0.16
TXSB13,0.39
TXSB13,0.05
TXSB13,0.1
TXSB13,0.04
TXSB13,0.02
TXSB13,0.13
TXSB130,8.67
TXSB130,0.14
TXSB130,0.21
TXSB130,0.1
TXSB130,0.03
TXSB130,0.14
TXSB131,6.05
TXSB131,0.52
TXSB131,0.13
TXSB131,0.13
TXSB131,0.1
TXSB131,0.08
TXSB14,2.55
TXSB14,0.77
TXSB14,1.2
TXSB14,0.14
TXSB14,0.08
TXSB14,0.16
TXSB15,8.07
TXSB15,3.12
TXSB15,1.15
TXSB15,0.32
TXSB15,0.02
TXSB15,0.19
TXSB16,1.04
TXSB16,0.31
TXSB16,0.2
TXSB16,0.07
TXSB16,0.1
TXSB16,0.07
TXSB17,0.17
TXSB17,0.17
TXSB17,0.19
TXSB17,0.13
TXSB17,0.09
TXSB17,0.28
TXSB19,3.73
TXSB19,8.12
TXSB19,0.97
TXSB19,0.07
TXSB19,0.07
TXSB19,0.07
TXSB20,6.6
TXSB20,4.75
TXSB20,0.17
TXSB20,0.14
TXSB20,0.13
TXSB20,0.66
TXSB21,0.98
TXSB21,0.81
TXSB21,0.06
TXSB21,0.05
TXSB21,1.86
TXSB21,2.37
TXSB26,6.69
TXSB26,3.56
TXSB26,3.11
TXSB26,0.45
TXSB26,2.29
TXSB26,2.03
TXSB27,12.6
TXSB27,10.6
TXSB27,2.27
TXSB27,0.79
TXSB27,1.68
TXSB27,1.22
TXSB29,6.58
TXSB29,1.19
TXSB29,1.54
TXSB29,0.53
TXSB29,1.15
TXSB29,0.06
TXSB30,7.72
TXSB30,0.03
TXSB30,1.78
TXSB30,3.83
TXSB30,3.16
TXSB30,0.08
TXSB33,5.4
TXSB33,1.77
TXSB33,0.47
TXSB33,0.31
TXSB33,0.27
TXSB33,0.08
TXSB34,3.92
TXSB34,0.67
TXSB34,0.53
TXSB34,0.27
TXSB34,0.15
TXSB34,0.16
TXSB35,8.15
TXSB35,0.17
TXSB35,0.11
TXSB35,0.15
TXSB35,0.15
TXSB35,0.05
TXSB36,4.97
TXSB36,0.05
TXSB36,0.05
TXSB36,0.99
TXSB36,0.39
TXSB36,0.03
TXSB38,0.42
TXSB38,0.03
TXSB38,0.03
TXSB38,0.04
TXSB38,0.01
TXSB38,0.03
TXSB39,0.15
TXSB39,0.04
TXSB39,0.06
TXSB39,0.06
TXSB39,0.05
TXSB39,0.03
TXSB40,0.1
TXSB40,0.02
TXSB40,0.03
TXSB40,0.03
TXSB40,0.01
TXSB40,15.7
TXSB5,6.57
TXSB5,2.48
TXSB5,1.44
TXSB5,0.76
TXSB5,3.24
TXSB5,0.08
TXSB57,0.96
TXSB57,16.4
TXSB57,0.12
TXSB57,0.07
TXSB57,0.09
TXSB57,0.03
TXSB59,0.38
TXSB59,0.04
TXSB59,0.04
TXSB59,0.05
TXSB59,0.03
TXSB59,0.86
TXSB6,3.56
TXSB6,6.71
TXSB6,0.98
TXSB6,1.35
TXSB6,2.75
TXSB6,0.08
TXSB60,1.53
TXSB60,0.06
TXSB60,0.07
TXSB60,0.06
TXSB60,0.07
TXSB60,0.66
TXSB61,14
TXSB61,0.1
TXSB61,0.6
TXSB61,0.64
TXSB61,0.47
TXSB61,0.25
TXSB62,0.1
TXSB62,0.1
TXSB62,0.07
TXSB62,0.05
TXSB62,0.05
TXSB62,0.13
TXSB7,4.95
TXSB7,5.38
TXSB7,0.3
TXSB7,0.2
TXSB7,0.45
TXSB7,0.11
TXSB7,0.07
TXSB8,1.83
TXSB8,0.08
TXSB8,0.01
TXSB8,0.02
TXSB8,0.07
TXSB8,0.05
TXSB9,1.83
TXSB9,0.17
TXSB9,0.07
TXSB9,0.03
TXSB9,0.01
TXSB9,0.1
TXSE5103_V,91.7
TXSE5103_V,91.7
TXSE5103_V,91.7
TXSE5103_V,91.7
TXSE5120_V,579
TXSE5123_V,178
TXSE5134_V,289
TXSE5134_V,289
TXSE5134_V,289
TXSE5134_V,289
TXSE5247_V,25.9
TXSE5247_V,25.9
TXSE5247_V,25.9
TXSE5247_V,25.9
TXSE9431_B,0.01
TXSE9431_B,0.01
TXSE9431_B,0.01
TXSE9431_B,0.01
TXSE9437_B,2.99
TXSE9437_B,2.99
TXSE9437_B,2.99
TXSE9437_B,2.99
TXSE9466_V,0.41
TXSE9466_V,0.41
TXSE9466_V,0.41
TXSE9466_V,0.41
TXSE9467_V,0.48
TXSE9496_BO,0.04
TXSE9496_BO,0.04
TXSE9496_BO,0.04
TXSE9496_BO,0.04
TXSE9497_B,0.1
TXSE9497_B,0.1
TXSE9497_B,0.1
TXSE9497_B,0.1
TXSE9498_B,0.04
TXSE9498_B,0.04
TXSE9498_B,0.04
TXSE9498_B,0.04
TXSE9500_BO,0.02
TXSE9500_BO,0.02
TXSE9500_BO,0.02
TXSE9500_BO,0.02
TXSE9501_B,28.5
TXSE9501_B,28.5
TXSE9501_B,28.5
TXSE9501_B,28.5
TXSE9502_B,0.03
TXSE9502_B,0.03
TXSE9502_B,0.03
TXSE9502_B,0.03
TXSE9503_B,0.03
TXSE9503_B,0.03
TXSE9503_B,0.03
TXSE9503_B,0.03
TXSE9504_B,0.13
TXSE9504_B,0.13
TXSE9504_B,0.13
TXSE9504_B,0.13
TXSE9511_B,35.2
TXSE9511_B,35.2
TXSE9511_B,35.2
TXSE9511_B,35.2
TXSE9619_V,0.02
TXSE9619_V,0.02
TXSE9619_V,0.02
TXSE9619_V,0.02
TXSE9620_V,0.21
TXSE9620_V,0.21
TXSE9620_V,0.21
TXSE9620_V,0.21
TXSE9621_V,1.64
TXSE9621_V,1.64
TXSE9621_V,1.64
TXSE9621_V,1.64
TXSE9622_V,0.0045
TXSE9623_V,0.04
TXSE9624_V,0.21
TXSE9624_V,0.21
TXSE9624_V,0.21
TXSE9624_V,0.21
TXSV148,6.79
TXSV152,6.11
TXSV154,0.09
TXSV262,0.06
TXSV276,5.33
TXSV2937,9.28
TXSV2937,0.18
TXSV310,0.79
TXSV3223,1.67
TXSV3223,0.17
TXSV3224,2.24
TXSV3224,0.12
TXSV3314,92.4
TXSV3315,7.28
TXSV3316,0.14
TXSV3317,3.6
TXSV334,8.12
TXSV338,101
TXSV353,28.7
TXSV409,0.36
TXSV419,1.14
TXSV438,1.99
TXSV452,3.04
TXSV455,6.29
TXSV455,0.04
TXSV65420,3.64
TXSV65431,0.02
UTAW1033,27.5
UTAW1542,2.87
UTWM1015,0.66
UTWM1096,0.94
UTWM1150,12.5
UTWM1152,14.8
UTWM1363,3.51
UTWM1419,102
UTWM1431,49.9
UTWM1447,0.046
UTWM1875,2.16
UTWM1879,0.93
VANE8895_B,5.58
VANE8895_B,5.58
VANE8895_B,5.58
VANE8895_B,5.58
VANE8896_B,0.0241
VANE8896_B,0.0241
VANE8896_B,0.0241
VANE8896_B,0.0241
VANE8897_B,0.0956
VANE8897_B,0.0956
VANE8897_B,0.0956
VANE8897_B,0.0956
VANE9099_B,0.0173
VANE9099_B,0.0173
VANE9099_B,0.0173
